,Date,resource_pool,"VCPU, quota","VCPU, Allocated","VCPU, Used","RAM, quota","RAM, Allocated","RAM, Used","Storage, quota","Storage, Allocated","Storage, Used"
85,2019.11.11,20,421,335.0,79.57244655581948,3091,1645,53.21902296991265,27698,14118,50.97118925554192
86,2019.11.11,23,2100,216.0,10.285714285714286,16121,718,4.4538180013646835,61435,4371,7.114836819402625
87,2019.11.04,0,2800,2788.0,99.57142857142857,28659,11606,40.496877071774996,204790,130116,63.5363054836662
88,2019.11.04,1,11200,7131.0,63.66964285714285,54017,26716,49.45850380435789,591000,396689,67.12165820642979
89,2019.11.04,2,6448,5145.0,79.7921836228288,46506,20219,43.476110609383724,372234,274914,73.85515562791147
90,2019.11.04,3,51810,44035.0,84.99324454738469,535158,175272,32.75144910475037,2804751,2198797,78.39544401624245
91,2019.11.04,4,32323,31750.0,98.22726850849241,194370,136593,70.27473375520914,2202226,1991485,90.430546183725
92,2019.11.04,5,27000,25783.0,95.4925925925926,276375,142462,51.54663048394392,1014714,959943,94.60232144229805
93,2019.11.04,6,15080,14693.0,97.4336870026525,96984,66356,68.41953311886498,1118603,990270,88.52738639177618
94,2019.11.04,8,3200,927.0,28.96875,32754,4437,13.54643707638762,143352,32506,22.67565154305485
95,2019.11.04,9,38400,9684.0,25.21875,392999,46752,11.896213476370162,1443767,344993,23.895337682603913
96,2019.11.04,10,1500,1178.0,78.53333333333333,6500,4563,70.19999999999999,76000,74150,97.56578947368419
97,2019.11.04,11,884,878.0,99.3212669683258,6138,3402,55.42521994134897,40750,40700,99.87730061349691
98,2019.11.04,12,3200,1560.0,48.75000000000001,32754,9280,28.33241741466691,92155,47961,52.0438391839835
99,2019.11.04,13,39300,30035.0,76.42493638676845,402261,158785,39.473128143170726,1551277,1173686,75.65934388249164
100,2019.11.04,14,3200,899.0,28.09375,32754,3843,11.732918116871225,358382,31649,8.831079685921726
101,2019.11.04,15,4700,1505.0,32.02127659574469,48107,7273,15.118381940258176,353262,55752,15.782054112811448
102,2019.11.04,16,5190,4289.0,82.63969171483623,56254,32097,57.05727592704518,646828,420699,65.0403198377312
103,2019.11.04,18,18800,8420.0,44.78723404255321,192369,40143,20.867707374888887,706524,297605,42.122419054412866
104,2019.11.04,19,400,392.0,98.0,2176,2164,99.44852941176471,11800,11800,100.0
105,2019.11.04,20,421,335.0,79.57244655581948,3091,1645,53.21902296991265,27698,14118,50.97118925554192
106,2019.11.04,23,2100,228.0,10.857142857142854,16121,742,4.60269214068606,61435,4876,7.936843818670137
107,2019.10.28,0,2800,2774.0,99.07142857142857,28659,11622,40.55270595624412,204790,130264,63.60857463743347
108,2019.10.28,1,11200,6773.0,60.47321428571429,54017,25615,47.42025658588963,591000,377565,63.88578680203045
109,2019.10.28,2,10707,9346.0,87.28868964229008,58538,35393,60.46158051180429,568248,455330,80.12874660359563
110,2019.10.28,3,45410,44064.0,97.03589517727372,469646,175470,37.36218343177627,2620441,2213066,84.45395259805505
111,2019.10.28,4,32323,31773.0,98.29842526993164,194370,136510,70.23203169213357,2202226,1989727,90.35071786456068
112,2019.10.28,5,26600,25380.0,95.41353383458645,276375,140008,50.65870646766169,1004714,936122,93.17298256021117
113,2019.10.28,6,15080,14687.0,97.39389920424402,96984,66105,68.16072754268745,1118603,985114,88.06645431846687
114,2019.10.28,8,3200,879.0,27.46875,32754,4149,12.66715515662209,143352,30216,21.078185166582948
115,2019.10.28,9,32000,15124.0,47.2625,327487,75168,22.952972179048324,1238977,547833,44.216559306589225
116,2019.10.28,10,1500,1178.0,78.53333333333333,6500,4563,70.19999999999999,76000,74150,97.56578947368419
117,2019.10.28,11,1600,878.0,54.87500000000001,11250,3402,30.24,66000,40700,61.66666666666667
118,2019.10.28,12,3200,1560.0,48.75000000000001,32754,9280,28.33241741466691,92155,47961,52.0438391839835
119,2019.10.28,13,39300,30063.0,76.49618320610688,402267,158953,39.51430268950722,1551277,1175505,75.77660211554739
120,2019.10.28,14,3200,1013.0,31.65625,32754,3803,11.610795628014904,358382,32415,9.044818099123287
121,2019.10.28,15,4700,1473.0,31.340425531914892,48107,7145,14.852308395867544,353262,54423,15.405846085907914
122,2019.10.28,16,5647,4293.0,76.02266690278023,56254,32231,57.29548121022505,646828,448101,69.27668561039411
123,2019.10.28,18,18800,8236.0,43.80851063829786,192369,38863,20.202319500543233,706524,283091,40.06813639734814
124,2019.10.28,19,400,388.0,97.0,2176,2152,98.89705882352942,11800,11800,100.0
125,2019.10.28,20,421,335.0,79.57244655581948,3091,1645,53.21902296991265,27698,14118,50.97118925554192
126,2019.10.28,23,900,101.0,11.222222222222221,6909,301,4.35663627152989,25598,2352,9.188217829517932
127,2019.10.21,0,2960,3108.0,105.0,31729,13235,41.712628825364796,230388,144129,62.55924787749362
128,2019.10.21,1,150,82.0,54.66666666666666,150,98,65.33333333333333,10000,8026,80.25999999999998
129,2019.10.21,2,9427,9091.0,96.4357695979633,43636,33993,77.90127417728479,469248,440036,93.77472040370978
130,2019.10.21,3,45410,42991.0,94.67297951992954,469646,170253,36.25134675904832,2620441,2148732,81.99886965590906
131,2019.10.21,4,32323,31793.0,98.3603007146614,194370,136594,70.27524823789679,2202226,1984832,90.12844276654621
132,2019.10.21,5,26600,23824.0,89.56390977443607,276375,130482,47.211940298507464,975714,871431,89.31213449842885
